Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q14164	IKK[epsilon]	0.169567096389981	0.96657624451305	1.13614334090303	1.14571825507335	-1.45091360129597	-1.48819421131116	0.0739764171187418	3.77777777777778
O75676	MSK2	0.171035513419722	0.96657624451305	1.13761175793277	1.13662954857141	-1.42283041575735	-1.42283041575735	0	3
P41743	PKC[iota]	0.154450241004704	0.96657624451305	1.12102648551775	1.12272082188989	-1.54309316193639	-1.57650045385795	0.0641846759380208	9.88888888888889
P04049	RAF1	0.151772800988455	0.836393086538916	0.988165887527371	1.11900358537094	-1.43224668677716	-1.49953100829505	0.0978832220024596	4.33333333333333
Q13131	AMPK[alpha]1	0.131423457450702	0.96657624451305	1.09799970196375	1.09851988269001	-1.4871836371548	-1.48678026872008	0.0270496646224406	7.44444444444444
Q05655	PKC[delta]	0.104216317126515	0.96657624451305	1.07079256163957	1.05595183962385	-1.5402889845941	-1.51776804147502	0.0388360904736902	17
Q15131	CDK10	0.141578403371397	0.904255474539227	1.04583387791062	1.051704426973	-1.43169824244982	-1.37208336658316	0.106760203796737	5
O75582	MSK1	0.0840172582659639	0.96657624451305	1.05059350277901	1.04749815213698	-1.30959374258584	-1.30959374258584	0	6
Q15349	RSK1/p90RSK	0.0835565837832803	0.96657624451305	1.05013282829633	1.04749815213698	-1.27409497208913	-1.27409497208913	0	5
P24723	PKC[eta]	0.0646859312908483	0.748920957188729	0.813606888479577	1.01426823485093	-1.12146497976733	-1.33170044419749	0.529440036262966	10
Q8NI60	ADCK3	0.0329629882445872	0.832266468720112	0.865229456964699	1.00658140618463	-1.08058079721119	-1.18891953333239	0.209344388866518	6.44444444444444
Q04759	PKC[theta]	0.0252470265634831	0.96657624451305	0.991823271076533	0.997160332159069	-1.33237018203423	-1.32511503726115	0.0267611001259427	15.3333333333333
Q9P1W9	Pim2	0.0441289065484427	0.96657624451305	1.01070515106149	0.985210735434506	-1.49502874825825	-1.47581801335644	0.0793322706031987	28.3333333333333
Q86V86	Pim3	0.0107571733233831	0.96657624451305	0.977333417836433	0.973581146081709	-1.54669035850878	-1.5626345199467	0.0568984428647988	39.7777777777778
P11309	Pim1	0.00261733217715714	0.96657624451305	0.969193576690207	0.968316906089352	-1.53195300203745	-1.56503365877038	0.039359322592899	42.4444444444444
P42345	mTOR/FRAP	0.251674034458604	0.771301507551849	1.02297554201045	0.786046838735512	-1.48422942968348	-1.2147490209616	0.404220613082814	3.33333333333333
P50750	CDK9	0.0686752303150167	0.686132779630847	0.754808009945863	0.737719813852246	-1.10751780434284	-1.05951584916512	0.072002932766575	3.66666666666667
O14965	AurA/Aur2	0.059745499353134	0.706209928564782	0.765955427917916	0.730169623165146	-1.10319043429758	-1.07565937672169	0.0825931727276568	4.11111111111111
P51812	RSK2	0.0438440737770866	0.673664139071249	0.717508212848335	0.717495708595885	-1.16514022811856	-1.16514022811856	0	6
Q96GD4	AurB/Aur1	0.0237727046900951	0.610009028895474	0.633781733585569	0.699613236278371	-0.828443073545243	-0.885837939304527	0.113889405998252	3.77777777777778
Q15418	RSK3	0.0224927918861836	0.673664139071249	0.696156930957432	0.696855801733182	-1.0385705698822	-1.0385705698822	0	6
Q16512	PKN1/PRK1	0.0602933157726496	0.591151222618488	0.651444538391138	0.647117665914769	-1.04913698648617	-1.04913698648617	0.205907684368339	4
Q00537	PCTAIRE2	0.0467236633326956	0.508638306165727	0.555361969498423	0.555361969498423	-0.954395480234028	-0.954395480234028	NA	3
O14757	CHK1	0.0446958155545017	0.55952029931543	0.604216114869932	0.542027319483793	-0.956022025404841	-0.933142474494181	0.220584241551322	4
O75116	ROCK2	0.0300020181885647	0.521127718464083	0.551129736652647	0.53458740337285	-0.929759576508061	-0.893505615782959	0.320673637796586	4.6
Q13464	ROCK1	0.032468897476338	0.579636095551775	0.612104993028113	0.53458740337285	-0.977252284499324	-0.864420263884214	0.154501607249459	4.4
P05771	PKC[beta]	0.0054437637168095	0.508638306165727	0.514082069882537	0.514761391224516	-0.774597172641818	-0.774597172641818	0	6
Q05513	PKC[zeta]	0.00261988531001592	0.341803402927113	0.344423288237129	0.295876949292382	-0.594759449971947	-0.529220903275774	0.130055682974268	5.33333333333333
